Model Name,Developed by,Funded by [optional],Shared by [optional],Model type,Language(s) (NLP),License,Finetuned from model [optional],Repository,Paper [optional],Demo [optional],Label Information,Training Data,Training Procedure,Preprocessing [optional],Training Hyperparameters,"Speeds, Sizes, Times [optional]",Testing Data,Factors,Metrics,Results,Summary,Direct Use,Downstream Use [optional],Out-of-Scope Use,"Bias, Risks, and Limitations",Recommendations,How to Get Started with the Model,Model Examination [optional],Environmental Impact,Technical Specifications [optional],Model Architecture and Objective,Compute Infrastructure,Hardware,Software,Citation [optional],Glossary [optional],More Information [optional],Model Card Authors [optional],Model Card Contact
koheiduck/bert-japanese-finetuned-sentiment,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,PIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA
finiteautomata/bertweet-base-sentiment-analysis,NIA,NIA,FIA,FIA,FIA,FIA,FIA,FIA,FIA,NIA,FIA,FIA,PIA,PIA,NIA,NIA,FIA,NIA,FIA,FIA,PIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,FIA
oliverguhr/german-sentiment-bert,PIA,PIA,FIA,FIA,FIA,PIA,FIA,FIA,FIA,NIA,PIA,FIA,NIA,NIA,FIA,NIA,NIA,NIA,FIA,FIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,PIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA
christian-phu/bert-finetuned-japanese-sentiment,NIA,NIA,FIA,FIA,FIA,PIA,FIA,NIA,NIA,NIA,PIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
blanchefort/rubert-base-cased-sentiment-rusentiment,NIA,NIA,FIA,FIA,FIA,NIA,FIA,NIA,NIA,NIA,FIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,PIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA
climatebert/distilroberta-base-climate-sentiment,NIA,NIA,FIA,FIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
Seethal/sentiment_analysis_generic_dataset,NIA,NIA,FIA,FIA,FIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
sbcBI/sentiment_analysis_model,NIA,NIA,FIA,FIA,FIA,PIA,FIA,NIA,NIA,NIA,NIA,PIA,FIA,PIA,PIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,PIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA
lxyuan/distilbert-base-multilingual-cased-sentiments-student,NIA,NIA,FIA,FIA,NIA,PIA,FIA,NIA,NIA,NIA,PIA,FIA,FIA,NIA,FIA,NIA,NIA,NIA,FIA,FIA,NIA,FIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,PIA,NIA,NIA,FIA,NIA,FIA,NIA,NIA,NIA,NIA
snunlp/KR-FinBert-SC,NIA,NIA,FIA,FIA,FIA,NIA,FIA,NIA,NIA,NIA,PIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,FIA
soleimanian/financial-roberta-large-sentiment,NIA,NIA,FIA,FIA,NIA,PIA,FIA,NIA,NIA,NIA,PIA,NIA,NIA,NIA,FIA,NIA,FIA,NIA,FIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,PIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA
RogerKam/roberta_RCADE_fine_tuned_sentiment_covid_news,NIA,NIA,FIA,NIA,NIA,PIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
amansolanki/autonlp-Tweet-Sentiment-Extraction-20114061,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,PIA,FIA,NIA,NIA,NIA,NIA,FIA,NIA,FIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA
cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,PIA,PIA,FIA,FIA,NIA,NIA,FIA,NIA,NIA,NIA,PIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,PIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA
RecordedFuture/Swedish-Sentiment-Fear,PIA,PIA,FIA,PIA,FIA,PIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
knkarthick/Sentiment-Analysis,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,PIA,FIA,NIA,NIA,NIA,NIA,FIA,NIA,FIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
cardiffnlp/camembert-base-tweet-sentiment-fr,PIA,PIA,FIA,FIA,FIA,NIA,FIA,NIA,NIA,NIA,PIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,FIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,PIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA
samayash/finetuning-financial-news-sentiment,NIA,NIA,FIA,FIA,NIA,PIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
sbcBI/sentiment_analysis,NIA,NIA,FIA,FIA,FIA,PIA,FIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA
yangheng/deberta-v3-base-absa-v1.1,NIA,NIA,FIA,FIA,NIA,PIA,FIA,NIA,FIA,NIA,PIA,FIA,PIA,NIA,NIA,NIA,FIA,NIA,FIA,FIA,PIA,FIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,PIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA
hakonmh/sentiment-xdistil-uncased,NIA,NIA,FIA,FIA,FIA,PIA,FIA,FIA,FIA,NIA,PIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,FIA,NIA,FIA,FIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,FIA,NIA,NIA
avichr/heBERT_sentiment_analysis,PIA,NIA,FIA,FIA,NIA,NIA,FIA,FIA,FIA,NIA,PIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
hw2942/bert-base-chinese-finetuning-financial-news-sentiment-v2,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,PIA,FIA,NIA,NIA,FIA,NIA,FIA,NIA,FIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,PIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA
Sigma/financial-sentiment-analysis,NIA,NIA,FIA,FIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,FIA,FIA,NIA,NIA,NIA,FIA,NIA,FIA,FIA,NIA,FIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,PIA,FIA,NIA,NIA,NIA,FIA,NIA,NIA,FIA,NIA
w11wo/indonesian-roberta-base-sentiment-classifier,FIA,NIA,FIA,FIA,FIA,PIA,FIA,NIA,NIA,NIA,PIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,FIA,FIA
j-hartmann/sentiment-roberta-large-english-3-classes,NIA,NIA,FIA,FIA,FIA,NIA,FIA,NIA,FIA,NIA,PIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,FIA,FIA,NIA,NIA,PIA,NIA,NIA,NIA,FIA,FIA,NIA,NIA,NIA,NIA
CAMeL-Lab/bert-base-arabic-camelbert-da-sentiment,PIA,PIA,FIA,FIA,FIA,PIA,FIA,FIA,FIA,NIA,PIA,FIA,NIA,NIA,NIA,NIA,FIA,NIA,FIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
fergusq/finbert-finnsentiment,NIA,NIA,FIA,FIA,NIA,FIA,FIA,NIA,NIA,NIA,PIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
abnersampaio/sentiment,NIA,NIA,FIA,NIA,NIA,PIA,NIA,NIA,NIA,NIA,NIA,FIA,FIA,FIA,FIA,NIA,FIA,NIA,FIA,FIA,NIA,FIA,NIA,NIA,FIA,NIA,FIA,NIA,NIA,PIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,FIA
neuraly/bert-base-italian-cased-sentiment,PIA,PIA,FIA,FIA,FIA,PIA,FIA,NIA,NIA,NIA,PIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
citizenlab/twitter-xlm-roberta-base-sentiment-finetunned,NIA,NIA,FIA,FIA,NIA,NIA,FIA,NIA,NIA,NIA,PIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,FIA,FIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA
MonoHime/rubert-base-cased-sentiment-new,FIA,NIA,FIA,FIA,NIA,NIA,FIA,FIA,NIA,NIA,FIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
mdhugol/indonesia-bert-sentiment-classification,NIA,NIA,FIA,FIA,FIA,NIA,FIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
Kyle1668/boss-sentiment-bert-base-uncased,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,PIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA
mwz/RomanUrduClassification,NIA,NIA,FIA,NIA,NIA,PIA,FIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,FIA,NIA,NIA,NIA,FIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,PIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA
philschmid/distilbert-base-multilingual-cased-sentiment-2,NIA,NIA,FIA,FIA,NIA,PIA,FIA,NIA,NIA,NIA,PIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,PIA,NIA,NIA,NIA,NIA,FIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA
lucas-leme/FinBERT-PT-BR,FIA,NIA,FIA,FIA,FIA,PIA,FIA,NIA,FIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
peerapongch/baikal-sentiment-ball,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
abhishek/autonlp-swahili-sentiment-615517563,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,PIA,PIA,PIA,NIA,FIA,NIA,FIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
cointegrated/rubert-tiny-sentiment-balanced,NIA,NIA,FIA,FIA,FIA,NIA,FIA,NIA,NIA,NIA,PIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
Jean-Baptiste/roberta-large-financial-news-sentiment-en,NIA,NIA,FIA,FIA,FIA,PIA,FIA,NIA,NIA,NIA,PIA,FIA,NIA,NIA,FIA,NIA,FIA,NIA,FIA,FIA,NIA,FIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
seara/rubert-tiny2-russian-sentiment,NIA,NIA,FIA,FIA,FIA,PIA,FIA,FIA,NIA,NIA,FIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
mdraw/german-news-sentiment-bert,NIA,NIA,FIA,FIA,FIA,NIA,FIA,FIA,NIA,NIA,PIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
BVK97/Discord-NFT-Sentiment,NIA,NIA,FIA,FIA,FIA,NIA,FIA,FIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
emre/turkish-sentiment-analysis,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,PIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,FIA,NIA,FIA,FIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA
alexandrainst/da-sentiment-base,FIA,NIA,FIA,FIA,FIA,FIA,FIA,FIA,NIA,NIA,PIA,NIA,FIA,FIA,FIA,NIA,NIA,NIA,FIA,FIA,NIA,FIA,NIA,NIA,NIA,FIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
eevvgg/StanceBERTa,FIA,NIA,FIA,FIA,FIA,NIA,FIA,FIA,NIA,NIA,PIA,FIA,NIA,NIA,FIA,NIA,FIA,NIA,FIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,PIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA
ayameRushia/roberta-base-indonesian-1.5G-sentiment-analysis-smsa,NIA,NIA,FIA,FIA,FIA,NIA,FIA,NIA,NIA,NIA,PIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
Ammar-alhaj-ali/arabic-MARBERT-sentiment,NIA,NIA,FIA,FIA,FIA,NIA,FIA,NIA,NIA,NIA,PIA,FIA,FIA,NIA,NIA,NIA,PIA,NIA,PIA,PIA,PIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,PIA,PIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA
yangheng/deberta-v3-large-absa-v1.1,PIA,PIA,FIA,FIA,FIA,PIA,FIA,NIA,FIA,NIA,PIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,FIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,PIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA
IAyoub/finetuning-bert-sentiment-reviews-2,NIA,NIA,FIA,FIA,NIA,PIA,FIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,FIA,NIA,FIA,NIA,FIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,PIA,NIA,NIA,NIA,PIA,NIA,NIA,NIA,NIA,NIA
ayameRushia/bert-base-indonesian-1.5G-sentiment-analysis-smsa,NIA,NIA,FIA,FIA,FIA,PIA,FIA,NIA,NIA,NIA,PIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
turing-usp/FinBertPTBR,FIA,NIA,FIA,FIA,FIA,PIA,FIA,NIA,NIA,NIA,PIA,PIA,NIA,PIA,NIA,NIA,PIA,NIA,PIA,PIA,PIA,FIA,NIA,NIA,NIA,NIA,FIA,PIA,NIA,PIA,PIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
Voicelab/herbert-base-cased-sentiment,PIA,PIA,FIA,NIA,FIA,PIA,FIA,NIA,NIA,NIA,PIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
Tejas3/distillbert_base_uncased_80_equal,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,PIA,FIA,NIA,NIA,NIA,NIA,PIA,PIA,PIA,PIA,PIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,FIA,NIA,NIA
l3cube-pune/marathi-sentiment-md,NIA,NIA,FIA,FIA,FIA,PIA,FIA,NIA,FIA,NIA,PIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,PIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA
shashanksrinath/News_Sentiment_Analysis,NIA,NIA,FIA,FIA,NIA,NIA,FIA,NIA,NIA,NIA,PIA,FIA,PIA,PIA,FIA,NIA,PIA,PIA,PIA,PIA,PIA,FIA,NIA,NIA,NIA,FIA,FIA,NIA,NIA,PIA,NIA,NIA,NIA,FIA,FIA,NIA,NIA,NIA,NIA
CAMeL-Lab/bert-base-arabic-camelbert-mix-sentiment,PIA,PIA,FIA,FIA,FIA,PIA,FIA,FIA,FIA,NIA,PIA,NIA,FIA,NIA,FIA,NIA,NIA,NIA,FIA,FIA,NIA,NIA,NIA,NIA,FIA,NIA,FIA,NIA,NIA,PIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA
Jorgeutd/bert-base-uncased-finetuned-surveyclassification,NIA,NIA,FIA,FIA,NIA,PIA,FIA,NIA,NIA,NIA,PIA,FIA,NIA,NIA,NIA,NIA,FIA,NIA,FIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA
cardiffnlp/twitter-roberta-base-dec2021-sentiment,PIA,PIA,FIA,FIA,NIA,NIA,FIA,NIA,NIA,NIA,PIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
larskjeldgaard/senda,NIA,NIA,FIA,NIA,FIA,PIA,NIA,NIA,NIA,NIA,PIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
Souvikcmsa/BERT_sentiment_analysis,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,PIA,PIA,PIA,NIA,NIA,NIA,PIA,PIA,PIA,PIA,PIA,PIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,PIA,PIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
cardiffnlp/xlm-twitter-politics-sentiment,PIA,PIA,FIA,FIA,FIA,NIA,FIA,FIA,FIA,NIA,PIA,FIA,NIA,NIA,NIA,NIA,FIA,NIA,FIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA
rohanrajpal/bert-base-multilingual-codemixed-cased-sentiment,NIA,NIA,FIA,FIA,FIA,PIA,FIA,NIA,NIA,NIA,FIA,NIA,PIA,NIA,FIA,NIA,NIA,NIA,FIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,PIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA
