,model,Ouput,_id,downloads,likes,architectures,datasets,language,metrics,pipeline_tag,lastModified,tags,#classes,is_sa
419,yanezh/twiiter_try13_fold1,"['neutral', 'positive', 'negative']",64706ce7806c7d87fa12771d,4.0,0.0,['BertForSequenceClassification'],,,,text-classification,2023-05-26T08:55:16.000Z,"['transformers', 'pytorch', 'tensorboard', 'bert', 'text-classification', 'region:us']",3,y
420,ruanchaves/bert-base-portuguese-cased-assin-entailment,"[0, 1, 2]",6421dbc83a33330eabb2e0ba,4.0,0.0,['BertForSequenceClassification'],['assin'],pt,,text-classification,2023-03-29T18:05:31.000Z,"['transformers', 'pytorch', 'bert', 'text-classification', 'pt', 'dataset:assin', 'has_space', 'region:us']",3,y
421,yanezh/twiiter_try10_fold0,"['neutral', 'positive', 'negative']",646f7b5fd1f1b73079e7ea46,4.0,0.0,['BertForSequenceClassification'],,,,text-classification,2023-05-25T15:30:07.000Z,"['transformers', 'pytorch', 'tensorboard', 'bert', 'text-classification', 'region:us']",3,y
422,intanm/mlm_v1_20230327_fin_sa_100,"['NEUTRAL', 'POSITIVE', 'NEGATIVE']",64212c9f37995fc74befff95,4.0,0.0,['BertForSequenceClassification'],,,['accuracy'],text-classification,2023-03-27T05:47:30.000Z,"['transformers', 'pytorch', 'tensorboard', 'bert', 'text-classification', 'generated_from_trainer', 'license:mit', 'region:us']",3,y
423,intanm/fin-sa-post-trained-indobert-base-finnews-p2-001,"['NEUTRAL', 'POSITIVE', 'NEGATIVE']",64a0dfee47a491ce53c58d03,4.0,0.0,['BertForSequenceClassification'],,,,text-classification,2023-07-02T02:26:26.000Z,"['transformers', 'pytorch', 'tensorboard', 'bert', 'text-classification', 'region:us']",3,y
424,intanm/baseline_fin_sa_100,"['NEUTRAL', 'POSITIVE', 'NEGATIVE']",64201d8dc4414d20354eea22,4.0,0.0,['BertForSequenceClassification'],,,,text-classification,2023-03-26T10:25:57.000Z,"['transformers', 'pytorch', 'tensorboard', 'bert', 'text-classification', 'region:us']",3,y
425,intanm/mlm_v1_20230327_fin_sa_90,"['NEUTRAL', 'POSITIVE', 'NEGATIVE']",64212f4a36e47752c316d5e2,4.0,0.0,['BertForSequenceClassification'],,,['accuracy'],text-classification,2023-03-27T05:58:15.000Z,"['transformers', 'pytorch', 'tensorboard', 'bert', 'text-classification', 'generated_from_trainer', 'license:mit', 'region:us']",3,y
426,BramVanroy/xlm-roberta-base-hebban-reviews,"['positive', 'neutral', 'negative']",62dff8c1f3af9ca02767c2dd,4.0,0.0,['XLMRobertaForSequenceClassification'],['BramVanroy/hebban-reviews'],['nl'],"['accuracy', 'f1', 'precision', 'qwk', 'recall']",text-classification,2023-09-12T21:47:00.000Z,"['transformers', 'pytorch', 'tensorboard', 'safetensors', 'xlm-roberta', 'text-classification', 'nl', 'dataset:BramVanroy/hebban-reviews', 'sentiment-analysis', 'dutch', 'text', 'license:mit', 'model-index', 'region:us']",3,y
427,yanezh/twiiter_try11_fold3,"['neutral', 'positive', 'negative']",646fb36fbc42f4b002330909,4.0,0.0,['BertForSequenceClassification'],,,,text-classification,2023-05-25T19:41:53.000Z,"['transformers', 'pytorch', 'tensorboard', 'bert', 'text-classification', 'region:us']",3,y
428,cnut1648/biolinkbert-mnli,"[1, 0, 2]",634855a5e2556eb97f39f01a,4.0,0.0,['BertForSequenceClassification'],['glue'],['en'],,text-classification,2022-10-13T18:18:42.000Z,"['transformers', 'pytorch', 'bert', 'text-classification', 'en', 'dataset:glue', 'generated_from_trainer', 'region:us']",3,y
429,israel/testing_model,"['neutral', 'negative', 'positive']",63a442c0de134926a2ba2d68,4.0,0.0,['XLMRobertaForSequenceClassification'],,,,text-classification,2022-12-22T11:47:56.000Z,"['transformers', 'pytorch', 'xlm-roberta', 'text-classification', 'license:mit', 'region:us']",3,y
430,intanm/sa100-mlm-20230403-001-2,"['NEUTRAL', 'POSITIVE', 'NEGATIVE']",642a850a422abb9016fd78a1,4.0,0.0,['BertForSequenceClassification'],,,,text-classification,2023-04-03T07:50:14.000Z,"['transformers', 'pytorch', 'tensorboard', 'bert', 'text-classification', 'region:us']",3,y
431,intanm/fin-sa-post-trained-indobert-base-finreport,"['NEUTRAL', 'POSITIVE', 'NEGATIVE']",648675028e0983eef10e71c1,4.0,0.0,['BertForSequenceClassification'],,,,text-classification,2023-06-12T01:43:36.000Z,"['transformers', 'pytorch', 'tensorboard', 'bert', 'text-classification', 'region:us']",3,y
432,sasha/autotrain-BERTBase-TweetEval-1281248998,"['positive', 'neutral', 'negative']",62ff81300b32bce367c03faa,4.0,0.0,['BertForSequenceClassification'],['sasha/autotrain-data-BERTBase-TweetEval'],['unk'],,text-classification,2022-08-19T12:36:33.000Z,"['transformers', 'pytorch', 'bert', 'text-classification', 'unk', 'dataset:sasha/autotrain-data-BERTBase-TweetEval', 'autotrain', 'co2_eq_emissions', 'region:us']",3,y
433,ozoora/rubert-4.1poi,"['POSITIVE', 'NEGATIVE', 'NEUTRAL']",6440ab87d4229e14aea689a0,4.0,0.0,['BertForSequenceClassification'],,,,text-classification,2023-04-20T03:06:54.000Z,"['transformers', 'pytorch', 'bert', 'text-classification', 'license:mit', 'region:us']",3,y
434,midwinter73/dipterv6,"['neutral', 'positive', 'negative']",643eac3de868b8d928249338,4.0,0.0,['BertForSequenceClassification'],,,"['accuracy', 'f1']",text-classification,2023-04-18T14:54:12.000Z,"['transformers', 'pytorch', 'tensorboard', 'bert', 'text-classification', 'generated_from_trainer', 'region:us']",3,y
435,sasha/autotrain-DistilBERT-TweetEval-1281148991,"['positive', 'neutral', 'negative']",62ff82d7311cad266f9a0f67,4.0,0.0,['DistilBertForSequenceClassification'],['sasha/autotrain-data-DistilBERT-TweetEval'],['unk'],,text-classification,2022-08-19T12:39:50.000Z,"['transformers', 'pytorch', 'distilbert', 'text-classification', 'unk', 'dataset:sasha/autotrain-data-DistilBERT-TweetEval', 'autotrain', 'co2_eq_emissions', 'region:us']",3,y
436,yanezh/twiiter_try4_fold3,"['positive', 'negative', 'neutral']",646dff6e9e252f776e3f1f12,4.0,0.0,['RobertaForSequenceClassification'],,,,text-classification,2023-05-24T12:47:13.000Z,"['transformers', 'pytorch', 'tensorboard', 'roberta', 'text-classification', 'region:us']",3,y
437,yanezh/twiiter_try5_fold3,"['positive', 'negative', 'neutral']",646e6a9c1a427e26303b3628,4.0,0.0,['RobertaForSequenceClassification'],,,,text-classification,2023-05-24T20:09:32.000Z,"['transformers', 'pytorch', 'tensorboard', 'roberta', 'text-classification', 'region:us']",3,y
438,asaderu-ai/ssclass_best,"['1', '2', '0']",63d33f703569b9912751cd31,4.0,0.0,['BertForSequenceClassification'],,['unk'],,text-classification,2023-04-11T16:41:32.000Z,"['transformers', 'pytorch', 'bert', 'text-classification', 'unk', 'co2_eq_emissions', 'has_space', 'region:us']",3,y
439,cruiser/distilbert_final_config_dropout,"['Positive', 'Neutral', 'Negative']",644f655228774bd665ce687d,4.0,0.0,['DistilBertForSequenceClassification'],,,,text-classification,2023-05-01T07:36:28.000Z,"['transformers', 'pytorch', 'tensorboard', 'distilbert', 'text-classification', 'region:us']",3,y
440,BeChi87/train_model_Lastestttt,"['POS', 'NEU', 'NEG']",64cf9e0b072225e7f0c74b7d,4.0,0.0,['RobertaForSequenceClassification'],,,,text-classification,2023-08-06T14:33:26.000Z,"['transformers', 'pytorch', 'tensorboard', 'roberta', 'text-classification', 'region:us']",3,y
441,yanezh/twiiter_try5_fold0,"['positive', 'negative', 'neutral']",646e15c8e34b2ec2d2dedce3,4.0,0.0,['RobertaForSequenceClassification'],,,,text-classification,2023-05-24T14:09:44.000Z,"['transformers', 'pytorch', 'tensorboard', 'roberta', 'text-classification', 'region:us']",3,y
442,philschmid/finbert-tone-endpoint-ds,"['Positive', 'Neutral', 'Negative']",63c83f5ca0c5c8cfa85102c3,4.0,1.0,['BertForSequenceClassification'],,en,,text-classification,2023-01-19T16:02:31.000Z,"['transformers', 'pytorch', 'bert', 'text-classification', 'en', 'financial-sentiment-analysis', 'sentiment-analysis', 'region:us']",3,y
443,intanm/baseline_fin_sa_60,"['NEUTRAL', 'POSITIVE', 'NEGATIVE']",642010f7328527d316dd54fa,4.0,0.0,['BertForSequenceClassification'],,,,text-classification,2023-03-26T09:32:10.000Z,"['transformers', 'pytorch', 'tensorboard', 'bert', 'text-classification', 'region:us']",3,y
444,ymcnabb/dutch_threeway_sentiment_classification_v2,"['neutral', 'contradiction', 'entailment']",637b6c48c42518ecf52d5b0f,4.0,0.0,['DebertaV2ForSequenceClassification'],['dutch_social'],,,text-classification,2022-11-21T13:36:00.000Z,"['transformers', 'pytorch', 'tensorboard', 'deberta-v2', 'text-classification', 'generated_from_trainer', 'dataset:dutch_social', 'license:mit', 'endpoints_compatible', 'region:us']",3,y
445,Bennet1996/finetuning-ESG-sentiment-model-distilbert,"['LABEL_2', 'LABEL_1', 'LABEL_0']",63dbab2e8616f0acd399ae9d,4.0,0.0,['DistilBertForSequenceClassification'],,,,text-classification,2023-02-02T13:36:37.000Z,"['transformers', 'pytorch', 'tensorboard', 'distilbert', 'text-classification', 'region:us']",3,y
446,cardiffnlp/mbert-base-tweet-sentiment-fr,"['positive', 'negative', 'neutral']",641adb311b6ca4151d9a344b,4.0,0.0,['BertForSequenceClassification'],,,,text-classification,2023-03-22T22:57:13.000Z,"['transformers', 'pytorch', 'bert', 'text-classification', 'region:us']",3,y
447,cardiffnlp/mbert-base-tweet-sentiment-pt,"['positive', 'neutral', 'negative']",641b8c091b6ca4151da31ecd,4.0,0.0,['BertForSequenceClassification'],,,,text-classification,2023-03-22T23:17:07.000Z,"['transformers', 'pytorch', 'bert', 'text-classification', 'region:us']",3,y
448,ecabott/nepali-sentiment-analyzer,"['LABEL_2', 'LABEL_0', 'LABEL_1']",64e0e922607e093241ba31b5,4.0,0.0,['BertForSequenceClassification'],,,,text-classification,2023-08-19T16:12:07.000Z,"['transformers', 'pytorch', 'bert', 'text-classification', 'license:mit', 'has_space', 'region:us']",3,y
449,aXhyra/presentation_sentiment_1234567,"['positive', 'neutral', 'negative']",621ffdc136468d709f177e0f,4.0,0.0,['DistilBertForSequenceClassification'],['tweet_eval'],,['f1'],text-classification,2021-12-14T23:23:42.000Z,"['transformers', 'pytorch', 'distilbert', 'text-classification', 'dataset:tweet_eval', 'generated_from_trainer', 'license:apache-2.0', 'model-index', 'region:us']",3,y
450,Pendo/finetuned-Sentiment-classfication-ROBERTA-Base-model,"['LABEL_1', 'LABEL_2', 'LABEL_0']",644a5f3d87891ecd68682e2c,4.0,0.0,['RobertaForSequenceClassification'],,,,text-classification,2023-04-28T21:26:13.000Z,"['transformers', 'pytorch', 'tensorboard', 'roberta', 'text-classification', 'generated_from_trainer', 'license:mit', 'has_space', 'region:us']",3,y
451,Christiansg/finetuning-sentiment_spanish-amazon-group23,"['NEU', 'POS', 'NEG']",649cf67ac1ae48cf4d8e3012,4.0,0.0,['BertForSequenceClassification'],,,['accuracy'],text-classification,2023-06-29T03:25:10.000Z,"['transformers', 'pytorch', 'bert', 'text-classification', 'generated_from_trainer', 'region:us']",3,y
452,bardsai/finance-sentiment-es-base,"['neutral', 'positive', 'negative']",65083987bf91e72fa98d5383,4.0,0.0,['BertForSequenceClassification'],['datasets/financial_phrasebank'],es,"['f1', 'accuracy', 'precision', 'recall']",text-classification,2023-09-18T11:51:23.000Z,"['transformers', 'pytorch', 'bert', 'text-classification', 'es', 'dataset:datasets/financial_phrasebank', 'financial-sentiment-analysis', 'sentiment-analysis', 'region:us']",3,y
453,sismetanin/rubert_conversational-ru-sentiment-sentirueval2016,"['LABEL_2', 'LABEL_1', 'LABEL_0']",621ffdc136468d709f1805be,4.0,0.0,['BertForSequenceClassification'],,,,text-classification,2021-05-20T06:25:38.000Z,"['transformers', 'pytorch', 'jax', 'bert', 'text-classification', 'region:us']",3,y
454,cardiffnlp/mbert-base-tweet-sentiment-ar,"['positive', 'neutral', 'negative']",641b90abfc5cd4c70cafea72,4.0,0.0,['BertForSequenceClassification'],,,,text-classification,2023-03-22T23:36:56.000Z,"['transformers', 'pytorch', 'bert', 'text-classification', 'region:us']",3,y
455,l3cube-pune/marathi-sentiment-subtitles,"['Positive', 'Neutral', 'Negative']",647c44191c0644de8d1dd1c1,4.0,0.0,['BertForSequenceClassification'],['L3Cube-MahaSent-MD'],mr,,text-classification,2023-07-04T05:24:38.000Z,"['transformers', 'pytorch', 'safetensors', 'bert', 'text-classification', 'mr', 'dataset:L3Cube-MahaSent-MD', 'arxiv:2306.13888', 'license:cc-by-4.0', 'region:us']",3,y
456,hw2942/bert-base-chinese-finetuning-financial-news-sentiment-test1,"['Neutral', 'Positive', 'Negative']",648a7569ff0f4d8a545fb482,4.0,0.0,['BertForSequenceClassification'],,['zh'],['accuracy'],text-classification,2023-06-15T02:45:51.000Z,"['transformers', 'pytorch', 'tensorboard', 'bert', 'text-classification', 'zh', 'generated_from_trainer', 'finance', 'region:us']",3,y
457,Ausbel/Vaccine-tweet-sentiments-analysis-model-2,"['LABEL_2', 'LABEL_1', 'LABEL_0']",64bebedc5c457ccaa4458685,4.0,0.0,['RobertaForSequenceClassification'],,,['accuracy'],text-classification,2023-07-24T18:55:41.000Z,"['transformers', 'pytorch', 'tensorboard', 'roberta', 'text-classification', 'generated_from_trainer', 'has_space', 'region:us']",3,y
458,nlp-chula/sentiment-finnlp-th,"['Neutral', 'Positive', 'Negative']",64db17357f749b6e344b2eea,4.0,0.0,['CamembertForSequenceClassification'],,,['accuracy'],text-classification,2023-09-26T01:31:27.000Z,"['transformers', 'pytorch', 'tensorboard', 'camembert', 'text-classification', 'generated_from_trainer', 'endpoints_compatible', 'region:us']",3,y
459,Psunrise/finetuning-customer-sentiment-model-300-samples,"['LABEL_1', 'LABEL_2', 'LABEL_0']",6310b0440a43f97f6c55c68f,4.0,0.0,['RobertaForSequenceClassification'],,,['accuracy'],text-classification,2022-09-21T07:34:59.000Z,"['transformers', 'pytorch', 'tensorboard', 'roberta', 'text-classification', 'generated_from_trainer', 'license:mit', 'region:us']",3,y
460,lucaordronneau/twitter-roberta-base-sentiment-latest-finetuned-FG-SINGLE_SENTENCE-NEWS,"['fear', 'neutral', 'greed']",6256c244d444a9b5a0edc76d,4.0,0.0,['RobertaForSequenceClassification'],,,"['accuracy', 'f1']",text-classification,2022-05-03T11:29:22.000Z,"['transformers', 'pytorch', 'tensorboard', 'roberta', 'text-classification', 'generated_from_trainer', 'region:us']",3,y
461,hazrulakmal/distilbert-optimised-finetuned-financial-sentiment,"['neutral', 'positive', 'negative']",62f0ea0290b782f42b68ed4a,4.0,0.0,['DistilBertForSequenceClassification'],,,"['accuracy', 'f1']",text-classification,2022-08-14T08:55:33.000Z,"['transformers', 'pytorch', 'tensorboard', 'distilbert', 'text-classification', 'generated_from_trainer', 'license:apache-2.0', 'region:us']",3,y
462,sakasa007/finetuning-sentiment-text-mining,"['POS', 'NEG', 'NEU']",641f3c66ce7c04d2740525d6,4.0,0.0,['RobertaForSequenceClassification'],,['en'],"['accuracy', 'f1']",text-classification,2023-03-30T11:33:19.000Z,"['transformers', 'pytorch', 'tensorboard', 'roberta', 'text-classification', 'en', 'generated_from_trainer', 'license:mit', 'region:us']",3,y
463,sshs/phobert-base-vietnamese-sentiment,"['LABEL_0', 'LABEL_2', 'LABEL_1']",64db949af78de23cb8cdadb7,4.0,0.0,['RobertaForSequenceClassification'],,,,text-classification,2023-08-15T16:14:27.000Z,"['transformers', 'pytorch', 'roberta', 'text-classification', 'region:us']",3,y
464,jcy204/wind_model2,"['POSITIVE', 'NEUTRAL', 'NEGATIVE']",64d3ac29c7a6981f472f244d,4.0,0.0,['DistilBertForSequenceClassification'],,,,text-classification,2023-08-09T15:16:36.000Z,"['transformers', 'tf', 'distilbert', 'text-classification', 'generated_from_keras_callback', 'license:apache-2.0', 'region:us']",3,y
465,tanoManzo/distilbert-attitude,"['Overall Positive Note', 'Overall Negative Note', 'Overall Neutral Note']",640f487db99903b2a445195e,4.0,0.0,['DistilBertForSequenceClassification'],,,,text-classification,2023-03-13T19:57:26.000Z,"['transformers', 'pytorch', 'distilbert', 'text-classification', 'region:us']",3,y
466,memotirre90/Equipo16_gpt2-HotelSentiment,"['POS', 'NEU', 'NEG']",649a893b6bc0b2ae1bd49ed5,3.0,0.0,['BertForSequenceClassification'],,,['accuracy'],text-classification,2023-06-27T08:08:56.000Z,"['transformers', 'pytorch', 'tensorboard', 'bert', 'text-classification', 'generated_from_trainer', 'region:us']",3,y
467,sasha/autotrain-RobertaBaseTweetEval-1281048989,"['positive', 'negative', 'neutral']",62ff8296d89d87d974829ffc,3.0,0.0,['RobertaForSequenceClassification'],['sasha/autotrain-data-RobertaBaseTweetEval'],['unk'],,text-classification,2022-08-19T12:50:29.000Z,"['transformers', 'pytorch', 'roberta', 'text-classification', 'unk', 'dataset:sasha/autotrain-data-RobertaBaseTweetEval', 'autotrain', 'co2_eq_emissions', 'region:us']",3,y
468,AlonCohen/RuSentNE-iter-2,"['Positive', 'Neutral', 'Negative']",64479814e54b488070a5bc5a,3.0,0.0,['DebertaV2ForSequenceClassification'],,,,text-classification,2023-04-25T09:08:05.000Z,"['transformers', 'pytorch', 'deberta-v2', 'text-classification', 'region:us']",3,y
469,yanezh/twiiter_try11_fold2,"['neutral', 'positive', 'negative']",646fabfc150f4cab8630f2ee,3.0,0.0,['BertForSequenceClassification'],,,,text-classification,2023-05-25T19:09:54.000Z,"['transformers', 'pytorch', 'tensorboard', 'bert', 'text-classification', 'region:us']",3,y
470,eduardopds/distilbert-base-uncased-tweets,"['negativ', 'positiv', 'neutral']",627db6ab4918f2e0b4360dbf,3.0,1.0,['DistilBertForSequenceClassification'],,,,text-classification,2022-05-23T14:04:29.000Z,"['transformers', 'tf', 'distilbert', 'text-classification', 'generated_from_keras_callback', 'license:apache-2.0', 'region:us']",3,y
471,dshin/my_awesome_model,"['AGREE', 'NEUTRAL', 'DISAGREE']",63fed80ad488ac513a833095,3.0,0.0,['BertForSequenceClassification'],['mic'],,"['accuracy', 'f1', 'precision', 'recall']",text-classification,2023-03-05T05:58:51.000Z,"['transformers', 'pytorch', 'tensorboard', 'bert', 'text-classification', 'dataset:mic', 'generated_from_trainer', 'license:apache-2.0', 'model-index', 'region:us']",3,y
472,intanm/mlm_v1_20230327_fin_sa_60,"['NEUTRAL', 'POSITIVE', 'NEGATIVE']",642137e35d5ee561d87ad0bc,3.0,0.0,['BertForSequenceClassification'],,,['accuracy'],text-classification,2023-03-27T06:33:52.000Z,"['transformers', 'pytorch', 'tensorboard', 'bert', 'text-classification', 'generated_from_trainer', 'license:mit', 'region:us']",3,y
473,salohnana2018/ABSA-Pair-domainAdapt-Camel-MSA-HARD-ImbalancedHandling-absoluteWeights-gamma1-fulldata,"['negative', 'positive', 'neutral']",64e9cee9a1e1a36f96fa7eb9,3.0,0.0,['BertForSequenceClassification'],,,,text-classification,2023-08-26T10:36:40.000Z,"['transformers', 'pytorch', 'bert', 'text-classification', 'generated_from_trainer', 'license:apache-2.0', 'region:us']",3,y
474,Q317/EmoraBert,"['POSITIVE', 'NEUTRAL', 'NEGATIVE']",65045643877a226b731bf2fd,3.0,0.0,['RobertaForSequenceClassification'],,,,text-classification,2023-09-15T14:11:17.000Z,"['transformers', 'tf', 'roberta', 'text-classification', 'generated_from_keras_callback', 'license:mit', 'region:us']",3,y
475,intanm/mlm_v1_20230327_fin_sa_20,"['NEUTRAL', 'POSITIVE', 'NEGATIVE']",642143c594fb039f5367a23f,3.0,0.0,['BertForSequenceClassification'],,,,text-classification,2023-03-27T07:21:04.000Z,"['transformers', 'pytorch', 'tensorboard', 'bert', 'text-classification', 'region:us']",3,y
476,yanezh/twiiter_try15_fold2,"['neutral', 'positive', 'negative']",6470a7261f0e7ee7fb1a7873,3.0,0.0,['BertForSequenceClassification'],,,['f1'],text-classification,2023-05-26T13:08:25.000Z,"['transformers', 'pytorch', 'tensorboard', 'bert', 'text-classification', 'generated_from_trainer', 'endpoints_compatible', 'region:us']",3,y
477,BeChi87/train_model_Lastest_new,"['POS', 'NEU', 'NEG']",64cf450544d373d706204fa6,3.0,0.0,['RobertaForSequenceClassification'],,,,text-classification,2023-08-06T10:41:05.000Z,"['transformers', 'pytorch', 'tensorboard', 'roberta', 'text-classification', 'region:us']",3,y
478,Q317/EmoraBert4,"['POSITIVE', 'NEUTRAL', 'NEGATIVE']",65032d37df0c3a76da8c77e6,3.0,0.0,['RobertaForSequenceClassification'],,,,text-classification,2023-09-14T16:29:40.000Z,"['transformers', 'tf', 'roberta', 'text-classification', 'generated_from_keras_callback', 'license:mit', 'region:us']",3,y
479,yanezh/twiiter_try13_fold4,"['neutral', 'positive', 'negative']",64707c3a3df93fddecdf0037,3.0,0.0,['BertForSequenceClassification'],,,,text-classification,2023-05-26T10:04:35.000Z,"['transformers', 'pytorch', 'tensorboard', 'bert', 'text-classification', 'region:us']",3,y
480,intanm/mlm_v1_20230327_fin_sa_70,"['NEUTRAL', 'POSITIVE', 'NEGATIVE']",642134606060160deb212d02,3.0,0.0,['BertForSequenceClassification'],,,['accuracy'],text-classification,2023-03-27T06:22:29.000Z,"['transformers', 'pytorch', 'tensorboard', 'bert', 'text-classification', 'generated_from_trainer', 'license:mit', 'region:us']",3,y
481,Rem59/autotrain-Test_2-789524315,"['1', '0', '-1']",6268439687d7f9040e04f0a2,3.0,0.0,['CamembertForSequenceClassification'],['Rem59/autotrain-data-Test_2'],unk,,text-classification,2022-04-26T19:11:30.000Z,"['transformers', 'pytorch', 'camembert', 'text-classification', 'unk', 'dataset:Rem59/autotrain-data-Test_2', 'autotrain', 'co2_eq_emissions', 'region:us']",3,y
